event,date,division,round,bout_no,boxer_a,country_a,boxer_b,country_b,winner,result,date_raw,date_source,page
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),Preliminaries,,PARSONS VIVIEN,ENG,,,PARSONS VIVIEN,Bye,SÁ. 7 FEB. 2026,As of line,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),Preliminaries,,VINKA,IND,,,VINKA,Bye,SÁ. 7 FEB. 2026,As of line,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),Preliminaries,,RUENROS PUNRAWEE,THA,TERESI MALOÉ,FRA,RUENROS PUNRAWEE,WP 5:0,SÁ. 7 FEB. 2026,As of line,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),Preliminaries,,AL AHMADIEH MARIE,CAN,BURGOS UCEDA DANIELA,ESP,AL AHMADIEH MARIE,WP 4:1,SÁ. 7 FEB. 2026,As of line,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),Preliminaries,,HUTARINA DARIA-OLHA,UKR,,,HUTARINA DARIA-OLHA,Bye,SÁ. 7 FEB. 2026,As of line,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),Quarterfinals,,CARDENAS FERNANDEZ ANDREA,ESP,WEERHEIM GABRIELLA,NED,WEERHEIM GABRIELLA,WP 4:1,SÁ. 7 FEB. 2026,As of line,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),Quarterfinals,,PRACHI,IND,PARSONS VIVIEN,ENG,PARSONS VIVIEN,WP 3:0,SÁ. 7 FEB. 2026,As of line,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),Quarterfinals,,VINKA,IND,RUENROS PUNRAWEE,THA,RUENROS PUNRAWEE,WP 5:0,SÁ. 7 FEB. 2026,As of line,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),Quarterfinals,,AL AHMADIEH MARIE,CAN,HUTARINA DARIA-OLHA,UKR,AL AHMADIEH MARIE,WP 4:1,SÁ. 7 FEB. 2026,As of line,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),Semifinals,,WEERHEIM GABRIELLA,NED,PARSONS VIVIEN,ENG,WEERHEIM GABRIELLA,WP :,SÁ. 7 FEB. 2026,As of line,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),Semifinals,,RUENROS PUNRAWEE,THA,AL AHMADIEH MARIE,CAN,RUENROS PUNRAWEE,WP 5:0,SÁ. 7 FEB. 2026,As of line,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),Final,,WEERHEIM GABRIELLA,NED,RUENROS PUNRAWEE,THA,RUENROS PUNRAWEE,WP 5:0,SÁ. 7 FEB. 2026,As of line,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),Preliminaries,,GALANO LOPEZ LAURA,ESP,,,GALANO LOPEZ LAURA,Bye,SÁ. 7 FEB. 2026,As of line,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),Preliminaries,,PRIYA,IND,MANSUETTO ALESSIA,CAN,PRIYA,WP 5:0,SÁ. 7 FEB. 2026,As of line,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),Preliminaries,,YERMEK AYAZHAN,KAZ,van der TOORN MAUD,NED,van der TOORN MAUD,WP 5:0,SÁ. 7 FEB. 2026,As of line,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),Preliminaries,,GRAFEYEVA YEVGENIYA,KAZ,,,GRAFEYEVA YEVGENIYA,Bye,SÁ. 7 FEB. 2026,As of line,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),Preliminaries,,BAIDUKOVA VIKTORIYA,KAZ,,,BAIDUKOVA VIKTORIYA,Bye,SÁ. 7 FEB. 2026,As of line,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),Preliminaries,,DOVHAL TETIANA,UKR,NOVICEUR LISA,FRA,DOVHAL TETIANA,WP 3:2,SÁ. 7 FEB. 2026,As of line,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),Preliminaries,,SOMNUEK THANANYA,THA,GONZALEZ RODRIGUEZ ANA ISABEL,ESP,SOMNUEK THANANYA,DSQ R3,SÁ. 7 FEB. 2026,As of line,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),Preliminaries,,PATIL DISHA VIJAY,IND,,,PATIL DISHA VIJAY,Bye,SÁ. 7 FEB. 2026,As of line,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),Quarterfinals,,GALANO LOPEZ LAURA,ESP,PRIYA,IND,PRIYA,WP 5:0,SÁ. 7 FEB. 2026,As of line,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),Quarterfinals,,van der TOORN MAUD,NED,GRAFEYEVA YEVGENIYA,KAZ,van der TOORN MAUD,WP 4:0,SÁ. 7 FEB. 2026,As of line,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),Quarterfinals,,BAIDUKOVA VIKTORIYA,KAZ,DOVHAL TETIANA,UKR,DOVHAL TETIANA,WP 5:0,SÁ. 7 FEB. 2026,As of line,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),Quarterfinals,,SOMNUEK THANANYA,THA,PATIL DISHA VIJAY,IND,SOMNUEK THANANYA,WP 3:2,SÁ. 7 FEB. 2026,As of line,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),Semifinals,,PRIYA,IND,van der TOORN MAUD,NED,PRIYA,WP 5:0,SÁ. 7 FEB. 2026,As of line,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),Semifinals,,DOVHAL TETIANA,UKR,SOMNUEK THANANYA,THA,DOVHAL TETIANA,WP 3:2,SÁ. 7 FEB. 2026,As of line,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),Final,,PRIYA,IND,DOVHAL TETIANA,UKR,PRIYA,WP 5:0,SÁ. 7 FEB. 2026,As of line,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),Preliminaries,,YADAV PRANJAL,IND,,,YADAV PRANJAL,Bye,SÁ. 7 FEB. 2026,As of line,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),Preliminaries,,SHEVCHENKO MARYNA,UKR,JILKOVÁ VIKTORIE,CZE,JILKOVÁ VIKTORIE,WP 5:0,SÁ. 7 FEB. 2026,As of line,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),Preliminaries,,SERIK NAZERKE,KAZ,,,SERIK NAZERKE,Bye,SÁ. 7 FEB. 2026,As of line,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),Preliminaries,,SOTO TORRES MARIANA,ESP,,,SOTO TORRES MARIANA,Bye,SÁ. 7 FEB. 2026,As of line,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),Preliminaries,,MERINOVA NATALIIA,UKR,,,MERINOVA NATALIIA,Bye,SÁ. 7 FEB. 2026,As of line,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),Preliminaries,,ALLEN KAYLA,ENG,HOPPEMA AALIYAH,NED,ALLEN KAYLA,WP 3:2,SÁ. 7 FEB. 2026,As of line,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),Preliminaries,,KAJAL,IND,,,KAJAL,Bye,SÁ. 7 FEB. 2026,As of line,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),Preliminaries,,ICHSHANOVA AKNAR,KAZ,,,ICHSHANOVA AKNAR,Bye,SÁ. 7 FEB. 2026,As of line,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),Quarterfinals,,YADAV PRANJAL,IND,JILKOVÁ VIKTORIE,CZE,YADAV PRANJAL,WP 5:0,SÁ. 7 FEB. 2026,As of line,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),Quarterfinals,,SERIK NAZERKE,KAZ,SOTO TORRES MARIANA,ESP,SERIK NAZERKE,WP 5:0,SÁ. 7 FEB. 2026,As of line,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),Quarterfinals,,MERINOVA NATALIIA,UKR,ALLEN KAYLA,ENG,ALLEN KAYLA,ABD R3,SÁ. 7 FEB. 2026,As of line,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),Quarterfinals,,KAJAL,IND,ICHSHANOVA AKNAR,KAZ,KAJAL,WP 4:1,SÁ. 7 FEB. 2026,As of line,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),Semifinals,,YADAV PRANJAL,IND,SERIK NAZERKE,KAZ,SERIK NAZERKE,WP 3:2,SÁ. 7 FEB. 2026,As of line,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),Semifinals,,ALLEN KAYLA,ENG,KAJAL,IND,ALLEN KAYLA,WP 4:1,SÁ. 7 FEB. 2026,As of line,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),Final,,SERIK NAZERKE,KAZ,ALLEN KAYLA,ENG,ALLEN KAYLA,WP 3:2,SÁ. 7 FEB. 2026,As of line,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70 kg),Quarterfinals,,MARTINEZ MAS DUNIA,ESP,MONTEMIGLIO MAEVA,CAN,MARTINEZ MAS DUNIA,WP 4:1,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,38
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70 kg),Quarterfinals,,ISSINA AZIZA,KAZ,CHOURDHARY ARUNDHATI,IND,CHOURDHARY ARUNDHATI,WP 5:0,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,38
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70 kg),Quarterfinals,,SNEHA,IND,BADIN ANDREA,FRA,BADIN ANDREA,WP 4:1,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,38
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70 kg),Quarterfinals,,TARAN ANASTASIIA,UKR,LOPEZ MOTA LORENA,ESP,TARAN ANASTASIIA,RSC R2,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,38
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70 kg),Semifinals,,MARTINEZ MAS DUNIA,ESP,CHOURDHARY ARUNDHATI,IND,CHOURDHARY ARUNDHATI,WP 5:0,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,38
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70 kg),Semifinals,,BADIN ANDREA,FRA,TARAN ANASTASIIA,UKR,TARAN ANASTASIIA,WP 5:0,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,38
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70 kg),Final,,CHOURDHARY ARUNDHATI,IND,TARAN ANASTASIIA,UKR,CHOURDHARY ARUNDHATI,WP 5:0,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,38
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75 kg),Quarterfinals,,SOKOLOVSKA ANASTASIYA,ESP,ECCLES ROSIE,WAL,ECCLES ROSIE,WP 5:0,SÁ. 7 FEB. 2026,As of line,39
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75 kg),Quarterfinals,,PYLYPCHUK OLHA,UKR,BORGOHAIN LOVLINA,IND,BORGOHAIN LOVLINA,WP 5:0,SÁ. 7 FEB. 2026,As of line,39
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75 kg),Quarterfinals,,THOKCHOM SANAMACHA CHANU,IND,PENNEY VIKTORIA,CAN,THOKCHOM SANAMACHA CHANU,WP 4:1,SÁ. 7 FEB. 2026,As of line,39
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75 kg),Quarterfinals,,SMITH MARY-KATE,ENG,GARCIA ADAME ALMA,ESP,SMITH MARY-KATE,WP 5:0,SÁ. 7 FEB. 2026,As of line,39
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75 kg),Semifinals,,ECCLES ROSIE,WAL,BORGOHAIN LOVLINA,IND,BORGOHAIN LOVLINA,WP 5:0,SÁ. 7 FEB. 2026,As of line,39
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75 kg),Semifinals,,THOKCHOM SANAMACHA CHANU,IND,SMITH MARY-KATE,ENG,SMITH MARY-KATE,WP 4:0,SÁ. 7 FEB. 2026,As of line,39
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75 kg),Final,,BORGOHAIN LOVLINA,IND,SMITH MARY-KATE,ENG,BORGOHAIN LOVLINA,WP 4:1,SÁ. 7 FEB. 2026,As of line,39
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 80 Kg (EW-80 kg),Semifinals,,PISKUN RAISA,UKR,,,PISKUN RAISA,Bye,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,40
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 80 Kg (EW-80 kg),Semifinals,,NAINA,IND,SADYKOVA GUZAL,KAZ,NAINA,WP 5:0,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,40
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 80 Kg (EW-80 kg),Final,,PISKUN RAISA,UKR,NAINA,IND,NAINA,WP 4:1,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,40
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women + 80 Kg (EW+80 kg),Semifinals,,SADYKOVA UMIDA,KAZ,MANKIRAT KAUR,IND,SADYKOVA UMIDA,WP :,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,41
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women + 80 Kg (EW+80 kg),Semifinals,,GULLEN ORTIZ TINDAYA LUCIA,ESP,SEIITKAHNKYZY PANAR,KAZ,SEIITKAHNKYZY PANAR,WP 5:0,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,41
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women + 80 Kg (EW+80 kg),Final,,SADYKOVA UMIDA,KAZ,SEIITKAHNKYZY PANAR,KAZ,SADYKOVA UMIDA,RSC R1,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,41
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),Quarterfinals,,DIAZ LOPEZ CARLOS,ESP,,,DIAZ LOPEZ CARLOS,Bye,SÀ. 7 FEB. 2026,As of line,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),Quarterfinals,,TASHKENBAY SANZHAR,KAZ,SINGH RISHI,IND,TASHKENBAY SANZHAR,WP 4:1,SÀ. 7 FEB. 2026,As of line,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),Quarterfinals,,ROCK ISAIAH,CAN,ONGAROV NURZAT,KAZ,ONGAROV NURZAT,WP 5:0,SÀ. 7 FEB. 2026,As of line,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),Quarterfinals,,RUDYK MAKSYM,UKR,MAGHRAOUI FRYHAH ISMAEL,ESP,MAGHRAOUI FRYHAH ISMAEL,RSC R3,SÀ. 7 FEB. 2026,As of line,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),Semifinals,,DIAZ LOPEZ CARLOS,ESP,TASHKENBAY SANZHAR,KAZ,TASHKENBAY SANZHAR,WP 5:0,SÀ. 7 FEB. 2026,As of line,42
